Probe,PROT,DMD_1,DMD_2,DMD_3,DMD_4,DMD_5,DMD_6,DMD_7,DMD_8,DMD_9,DMD_10,DMD_11,DMD_12,NOR_1,NOR_2,NOR_3,NOR_4,NOR_5,NOR_6,NOR_7,NOR_8,NOR_9,NOR_10,NOR_11,NOR_12
35613_at,Q8N655,285.1,360,481.5,386.6,83.6,426.7,538,141.7,157.5,325.4,317.3,406.7,365.3,519.8,427.8,217.7,438.3,102.8,361.8,423.1,293.5,520.5,240.6,13.8
35614_at,Q9UL49,286.8,729,799.8,637.3,1027.5,709.9,487.3,584.6,1034.1,1644.5,754.3,631.5,543.1,586.5,701.7,552.9,880.4,678,589.6,406.4,661.4,606.9,528.1,9.7
35615_at,Q14137,2271.4,1426.2,1046.6,1759.4,1353.7,1828.5,1471.6,1997.5,2302.1,1699.2,2085.5,2415.6,1643,1738.2,1344.3,1240.5,3392.5,1887.9,1905.5,2038,1123.6,1830.6,2595.3,57.8
35616_at,,141.4,59.7,178.2,23.6,44.9,66.8,192.2,155.6,85.3,143.7,164.9,60.2,42.2,65,19.7,135.7,15.7,28.3,76.9,193.3,93.1,331.2,196.5,12.6
35617_at,Q13164,666.4,1164.9,1086.1,890.2,582.5,713.1,879.8,417.7,1064.5,475.8,581.1,943.9,825.3,533.7,1043.9,555.4,505.5,747.4,766.4,1012.1,590,138.9,220,18.9
35618_at,P42694,1868,2418.6,2450.7,2393,1893.1,2502,1603.5,1779.8,2229.1,2986.8,2289.9,2419.8,2097.8,1907.2,3235.5,2549,1484.4,1506.5,2012,1599.6,2050.8,1880.8,1309,87.9
35619_at,O75129,589.3,708.6,795.8,255.7,392.3,490.5,173.5,322.1,567.7,329.8,363.9,779.9,724.3,755.6,762.8,487.7,569.7,441.1,180.1,343.6,503.6,157.7,844.8,20.1
35620_at,O96008,1173.8,1216.5,950.2,749.7,784.2,1246.6,1075,1292.4,623.1,748.5,1292.9,1521.9,1263.4,1097.5,1437.8,1277.5,1907.7,1067.2,1188.7,1331.8,882.4,931.2,1758.6,50.8
35621_at,Q15126,1332.3,1058.6,1322.8,696.3,883.2,894.9,1373.9,1149.7,763.6,845.4,1746.9,1464.8,1061.8,696,1006.3,1118.5,198.2,1604,331.2,1123.9,891.2,1321.9,1178.3,39.2
35622_at,P98077,261.6,149.3,215.3,177.9,143.4,325.1,155.4,222.6,536.7,208.1,284.6,554.2,150.3,161.4,173.3,162.6,257.3,253.9,132.7,292,164.4,176,212.4,2.8
35623_at,Q96RD7,418.4,313.7,27.8,120.7,227.5,356.2,239,542.6,198.7,283.3,261.5,207.4,447.8,22.1,160.7,239.9,145.3,112.2,25.8,36.4,28.6,126.5,46.2,2.5
35624_at,Q9Y2G4,120.9,341.2,255.3,37.3,292.2,174.5,482.6,195.9,125,283.4,226.9,285.4,187.4,47.9,176.8,147.8,395.6,264.3,33.8,267.4,28.5,54.8,163.9,10
35625_at,P48960,4102.6,3264.8,2980.6,3296.4,3807.6,3362.3,3622.7,2713.2,3532.2,1947.4,2719,3167.3,2606,2063.7,2578.8,2104.5,1878.1,2820.2,2045.3,2512.1,2230.3,2957,2403.1,73.8
35626_at,P51688,3173.3,1412.8,2153.3,1951,1663.6,1535.2,1841.6,1781.1,2205.7,2731.9,2019.5,1770,850.3,861.9,794.9,1180.4,548.9,709.2,836.5,1279,684.2,1228.8,886.4,22.3
35627_at,Q13424,3215.2,4939.2,4874.5,6263.3,6116.7,4967.8,3039.7,7036.7,6484.9,3243.9,6781.3,7012.8,9815.8,6373.2,12973,5280.9,9632,10460.6,6499.7,12849.9,10763.2,9011.4,10052.2,440.2
35628_at,O76062,472.5,797.5,1050.9,1041.8,1436.7,801.2,336.1,1678.7,984.3,930.8,1038.5,1314.4,410.1,490.6,1991.9,1060.8,1293.2,1376.4,540.1,1683.6,1322.3,937.9,1176.4,49.2
35629_at,Q969V6,1179.5,1231.3,1800.8,924.6,981.4,1174.5,1321.2,1037.6,747.9,1086.8,1090.4,1298.3,843.5,803.2,1083.3,1008.5,957,1306.1,876.7,1142.3,1168.9,804.9,1104.1,34.4
35630_at,Q6P1M3,1542.7,1497,2203.8,2216,1540.7,1208.5,1901.3,1750.5,1661,1800.5,2199.7,2026.5,2231,1598.6,1380.6,1427.4,1206.8,1819.5,1911,2361,2145,1865.7,1806.6,64.5
35631_at,P52434,1442.2,2052.3,1631.1,1867.8,1991.8,1696.3,1634.8,1874.7,1801.7,2162.7,1913.1,1713.8,1204,1210.9,1469.2,1281.6,1100.7,1510.8,1765,1204.2,1245,1223.8,1934,64.6
35632_at,Q13191,1342.7,806.9,929.3,952.1,1141.6,767.4,864.5,842.5,1601.2,2341.7,1065,1016,592.8,1209.9,521.1,1034.4,1159.1,634.5,1238.5,443.4,836.1,806.8,865.3,34.2
35633_at,Q92556,1340.4,869.9,1100.6,642.9,624.9,812.3,773.2,726,945.8,903.2,797.1,709.4,548.3,955.8,761.6,824.9,1128,725.4,724.4,750.4,970.4,539.4,587.6,35.2
35634_at,Q15750,1087.6,1274.3,781.3,999,961.4,892.3,856.2,827.9,972.6,1003.3,893.3,1013.7,709.7,1168.7,988.8,1074.5,1026.1,949.2,1443.3,608.9,824.2,637.6,739.8,32.1
35635_at,,737.2,931.7,682.8,625.2,831.3,646.3,496.2,766.4,679.1,292.4,878.3,516.4,468.9,863.7,547.7,926.5,786.4,626.1,818.4,583.2,637.3,377.1,827.2,25.6
35636_at,Q9Y2D0,16.2,132.3,223.5,130.9,153.3,139.5,52.5,289.5,240.2,167.4,123.5,127.2,97.4,250.9,29.9,159.6,108.9,101.9,87.9,139.2,141.2,230.3,80.3,5.7
35637_at,,114.5,235.1,259.8,165.4,101.9,280.3,256.3,143.7,209,83.7,153.5,122.9,208,125.3,115.7,683.6,300.5,490.7,174.3,192.5,163.2,223.6,149.9,5.4
35638_at,Q06455,1751.5,1347.4,1969.3,1346.1,3372.9,1181.9,3023.1,1256.3,2150.8,3100.8,3570,2106.8,1263.2,1475.1,862.3,2202.6,1193.5,1178.7,1175.7,1927.4,1788.9,1009.1,1482.4,70.9
35639_at,,109,239.3,142,137.1,14.6,83.8,25.1,173,214,58,9.5,117.1,136.1,30.6,76.2,20,55.2,24.5,77.2,26.9,12.9,26.6,32.7,0.9
35640_at,,300.9,172,144.1,198.5,187.1,358.2,257.2,249,191.1,226.7,305.7,120,304.8,317.8,179.3,369.9,283,113.7,174.3,141.5,222.8,161.1,115.7,2.7
35641_g_at,Q06455,345.4,260.5,155.9,292.1,148.2,223.6,356.2,261.6,105.4,74.1,339.9,100.9,123.8,128.7,142.6,366.4,52.9,242.3,412.8,61.5,279.2,129.6,169.8,14.8
35642_at,O75431,936.1,944.2,2561.7,2871.5,2698.7,1283,1321.5,1129.3,1378.5,2469.9,1302.5,1557.8,1326.1,1832.1,1187.7,1326.8,987,997.3,1419.4,598.9,1461.8,2146.6,1605.8,38.3
35643_at,,783.5,855.8,1313.9,1427.5,1873.8,1525.7,1301.3,1723.9,1466.4,1476.1,1162.1,1652.8,939.7,545.3,1023.3,677,1319.3,1013.5,568,458.6,707.4,1261.3,1661.7,32.2
35644_at,Q9BQS7,331.9,329,265.6,191.7,168.6,136.2,244.1,219.8,104.8,191.9,141.6,134.5,183.8,316.6,108.9,218.4,107.9,80.1,146,159.4,132.8,125.6,25.5,3.3
35645_at,,513.7,410.2,524.5,547.9,529.3,715.1,713.1,499.5,725.4,482.5,522.7,650.6,427.4,677.3,775.3,442.8,670.9,477,615.5,514.8,619,501.9,753.5,15.2
35646_at,Q15526,1332.2,2604.9,2395.5,4261.2,4363.4,3949.3,2750.7,4161.2,3531.8,2248.5,2464.4,3935.1,2412.8,2969.4,3621.9,2331.5,2597.3,3697.4,2798.2,3754.1,4200.7,2644.8,2242.2,159
35647_at,Q01831,164.7,172.8,255.9,87.6,89.6,119,95.1,193.2,420.5,217,217.9,351,124.8,119.7,186,165.4,34,88.5,216.1,181.2,171.9,214.4,313.9,7.8
35648_at,Q8WXX7,449.7,485,630.1,906.5,640.4,910.4,1135.7,861,1009.7,980,867.7,1844.4,796,2297.5,795.9,957.9,2283.7,1741.4,1692.6,508.5,605.2,1180,1012,18.5
35649_at,Q16878,453.3,311.6,560.4,414.7,523.2,389.6,454.3,171.9,1161.6,983.6,532.1,701.9,206.1,327,215.6,429.1,393.5,390.9,325.7,416.8,164.6,310.8,344.6,15.6
35650_at,Q9Y4G2,971.6,946.6,1343.9,646.8,1061.9,903.2,854.6,1196.1,1758.7,1109.9,717.1,1562.2,1040,928.6,986.4,939.4,1047.3,865.1,1026.8,1158.5,874.1,996.2,921.2,19.4
35651_at,Q9Y6R4,544.2,760.8,800.5,783.1,992.4,956.8,648.4,908.6,986.9,738.6,781.6,944.7,831.2,1349.4,1104.7,1049,1296.3,740.2,1133.1,668.5,1104.1,983.3,1131.1,27
35652_g_at,Q9Y6R4,650.3,795.2,808.2,826.6,830.1,733.9,733.2,936.1,1076.6,1197.6,843.4,1069.9,630.1,996.2,865,861.1,733.9,920.2,1033.6,652.1,772.1,1034.6,1069.1,39
35653_at,Q13227,2807.5,3210.9,3280.9,3415,4173.9,2585.3,2953.8,4289.4,3914.7,2696.5,4051.5,2499.4,3844.9,3230.4,3594,3216.3,5691.8,4105,4512.2,5408.4,4423.4,3125.3,4030.5,116.1
35654_at,Q15147,21.9,27.4,30.5,37.9,5.1,5.1,37.5,26.6,268.2,76.7,124.3,48.7,52.7,80.4,128.4,110.9,88,35.1,66.7,222.8,39.1,141.1,56.9,1.6
35655_at,O15084,383.2,504.1,475.1,651.9,631.3,354,252.7,610.4,414.7,471.7,400.2,347.4,855.9,467.7,381,452.1,710,540.4,497.8,486.2,487.2,526.1,630.1,22.7
35656_at,Q9Y252,1916.3,2858.5,4034.5,5110.3,5920.6,3362.5,1731,6287.8,1670,4680.3,3019.1,2235.7,4399.4,5530.9,4244.3,4803,6722.9,4453.3,4014,2038.6,4206.1,6359.6,4102.4,185
35657_at,Q15633,838,1048.1,959.3,1411.2,1171.7,880.8,885.2,821.3,1737.7,1000.2,630.4,1107,1200.4,281.9,766.7,1168.1,364.5,1152.3,604.4,720.2,692.4,1351.2,798.8,36.7
35658_at,P49768,788,739.7,80,663.8,488.3,866.6,902.9,566.4,554.7,48.1,168.2,376.6,897.7,643.2,700,932.3,890.8,768,705,179.4,545.7,699.9,180.3,34.5
35659_at,Q13651,725.4,188.9,319,157.1,198.9,180,303.2,118.7,137,135,124.5,197.6,135.9,208.1,105.3,117.5,171,138.1,169.4,161.7,174.3,147.7,247.9,7.1
35660_at,P10523,291.9,383.8,222,253.5,257.7,68.2,316.4,67.3,370.6,111.1,103.6,112.8,233.5,79,105.5,117,129.7,84.1,53.9,99.9,282.8,468.1,106.1,3.7
35661_g_at,P10523,64.4,85,95,90.1,59.4,46.7,111.4,28.6,118.5,86.9,56,103.7,64.8,66.3,34.7,60.6,85.1,64.7,66.1,110.9,56.8,53.1,127.9,2.6
35662_at,P55212,27.9,457,315.1,445.4,231.4,48.2,353.4,164.2,162,356.9,350.8,353.1,240.4,223.2,92.1,276,113.9,197.6,283.9,201.8,147.7,33.3,127.7,6.6
35663_at,P47972,81.4,55,355.7,171.9,56.6,226.5,51.1,133.8,506.1,168,65,205.7,454.7,392.2,241.7,243.3,527.6,108.6,176.3,54.2,262.8,438.2,303.7,17
35664_at,Q13201,121.9,62.1,53.8,26,108.6,193.2,50.8,43.8,57.6,93.4,52.2,45.2,77.8,25,153.5,93.6,23.8,68.1,243.6,69,53.8,29.5,111.6,9.3
35665_at,Q8NEB9,498.2,686.7,623.4,533.8,664,597.4,727.7,515,540.4,579.4,544.3,551.6,711.8,752.4,875.1,1144.8,568.4,407.3,666.1,662.2,659.6,462.6,245.6,20.4
35666_at,Q13275,3059.5,4275,3715.9,4166.6,3275.2,3494.5,3495.4,3424.3,4960.6,2919.9,3668.4,5149.5,4040.9,3385.6,3586.1,3366.8,2591.8,3387.9,2672.4,7111.6,3794.4,4587.3,3358.5,127.8
35667_at,Q01826,168.9,86.1,87.1,97.2,160.7,71.8,484.5,152,203.8,78.6,157,145.5,824.8,109.9,339.4,937.8,420.4,202,359.6,139,101.6,176.1,540.3,4.9
35668_at,O60894,2269,3399.5,1442,1942.8,3503.4,2968.3,2931.1,2360.7,2153.1,2045.8,3786.3,3171.5,1620.6,1671.4,3536.5,2893.3,945.5,3096.2,2268.8,2091.9,2208,1978.4,3772.3,80.9
35669_at,O75128,348.7,165.6,367.7,432,366.9,411.1,84.9,514.2,565.7,67.6,245.3,535.7,297.7,109.1,188.8,89.3,371.4,416.8,179.7,139.6,48.4,456.9,324.1,4.4
35670_at,P13637,198.7,293.6,671.2,102.4,45.9,346.1,115.3,133.8,179.8,250,90.3,226.8,166,189.6,135.8,488.9,106.9,175.7,136.1,226.4,237.3,256.1,200.4,4.3
35671_at,Q12789,4962.3,6365.8,4867.2,4162.9,2859.9,3946.9,3903.5,3473.9,5442.2,3823.5,4352.7,3257.1,4572.9,3513.4,4435.4,3758.3,3274.1,5329.3,3266.6,5403.1,5030.8,4631.3,3947.6,107
35672_at,Q8WYP5,235.8,388.4,503.8,451.5,313.3,459.4,272.9,328.6,74.3,453.1,171.4,595.7,118.5,410,339.7,480.3,479.1,545.8,633.4,279.5,75.4,608.4,826.7,22.5
35673_at,Q12774,144.5,387.7,589.9,532,438.5,257.6,333.5,121.5,142.6,136.6,168.6,119.4,411.6,371.2,298.5,81.8,174,170.1,94.5,237.8,289,142.3,166,3.8
35674_at,Q9Y2J8,5342.1,7156.8,5284,5788.2,6414.1,8164.5,7217.9,9022.4,8128.4,2779.8,9050.6,11475.7,3390.7,4309.2,12345.2,11885.9,2621.9,4521.8,6730.1,12055.1,3153.9,3529.9,10029.9,471.1
35675_at,O60504,6064,4756.5,4155.6,3246.2,3527.7,3342.6,3793.1,4068.2,3721.2,3452.9,3308.7,4271.1,5079.7,4971.3,3847.3,3597.6,5627.9,4458.8,4880,6875.9,5005.9,3699.8,4184.2,100.2
35676_at,O14645,339.2,394,39.9,168.7,109.6,401.7,53.1,98,133.2,210.6,63.5,98.2,75.8,78.6,60.7,53.5,60.7,90.1,243.2,70.2,63.6,51.1,249.4,4
35677_at,O95568,305.7,425.3,466.8,657.7,744.9,751.8,409.6,542.5,565.9,769.3,466.3,622.7,458.1,701.9,504.5,533.5,659.5,390.3,672.7,332.1,589.2,826.3,722.3,17.7
35678_at,,71.8,67,51.6,94.2,124.4,185,108.7,133.4,89.4,493.9,122.4,79,181.1,128.6,321.3,191.4,82.4,227.7,142.2,109.4,94.9,58.4,145.4,2.3
35679_s_at,P42658,360.7,375.6,258.5,324.6,210.2,215.2,260.8,270.8,195.9,233.5,227.6,413.9,307.8,389.3,292.8,268.9,315.1,459,283.5,344.6,361.3,362.2,29.5,6.6
35680_r_at,!?,38.5,156,51.2,147.6,101.8,98.8,239.5,143.7,238.7,117.7,9.7,153.6,143.9,81.7,168.5,146.8,219,89.6,189.3,149.5,257.7,467.9,166.9,15.3
35681_r_at,O60315,709.8,828.5,914.3,777.2,649.6,864.5,932.1,753.9,1176.5,1535.9,536.1,1130.7,375.1,825.7,406,486.2,440.3,378.3,519,207.7,425.6,601.3,525.6,21.5
35682_at,Q7Z2W4,1173.8,911.3,1691.5,1021.3,997.1,941.8,1492.4,838,1421.7,1948,734.9,1253.4,738.4,1365,628.8,749.6,949.8,575.5,912.4,574.8,771.8,765.1,318.8,17.9
35683_at,Q9Y6X9,637.5,1048.6,1243.5,710.4,715.2,678.7,440.5,909.2,920.1,824.6,974.3,307.1,923.2,1113.6,854.8,729,753.3,666,704.1,1046.9,861.6,1024.5,1126.4,31.7
35684_at,P08581,524,305.4,543.1,148.1,119.5,278.4,519.6,336.1,178.2,182.9,274.6,311.4,773.8,558,383.1,670.4,473.5,434.2,206.1,337.5,140.6,268.1,505.4,17.1
35685_at,Q06587,4279.9,3860.8,2947.4,4158.3,2562.7,4989.3,5136,5344.9,5830,3846.2,3609,5309.8,3696.4,4009.3,4926.4,4338.4,5498.9,4716.1,4591,4563.9,4793.2,3371.1,3053.9,67.9
35686_s_at,P56277 P56278,915.4,1171,1583.6,1407.1,1709.9,1419.2,1165.4,1833.8,948.5,964.3,1518.8,1297.8,1652.2,1063.7,1007.9,1676,1620.7,1662.6,1156.2,1157.6,1371.1,1114.8,1099.9,56.4
35687_at,P56277 P56278,1022,1057.1,873.8,894,549,651.7,1344.2,186.8,876.4,452.8,617.7,1042.8,880.8,596.1,705.8,808.9,913,1029.3,844.6,1528.2,919.6,1162.7,1012,20.4
35688_g_at,P56277,1783.9,2413.5,3524.5,4064.3,4373.3,3706.6,2335.9,4177.2,2953.9,2252.3,3678.7,3434.6,2668.1,2013.6,3610.6,2433.8,2872.7,3468.4,2396.1,2448.1,3087.3,2119.9,2130.8,121.1
35689_at,Q15034,354,170.3,167.9,209.2,183.9,121.6,302.4,193,133.7,93.7,83.6,60.5,297.5,426.7,165.1,347.5,209.8,273.6,279.1,441.6,247,126.3,203.1,5.5
35690_s_at,Q14938,158.1,927.7,348.5,171.6,133,316.4,487.2,126.7,517.2,117.7,426.5,184,644.6,280.1,307.6,503.6,239.5,428.5,304.2,604,123.4,108.7,474,15.4
35691_r_at,!?,1224.5,1438,1728.5,851.5,568.8,754,1123,1105.9,956.2,999.5,932.4,1219.6,1373.5,991.5,949.4,1150.3,842.9,1370.3,931.7,1177.3,1463.2,749.2,1054.1,49.9
35692_at,Q8WZ71,2199.8,1271.3,1764.6,1768.8,1234.1,2227.6,911.3,2010.1,1306.2,1337,1156.3,1532.3,386.4,899.4,415.2,643,503.6,517.2,872.2,635.7,561.5,581.6,902.7,17.6
35693_at,P37235,10465.4,7462.7,8086.5,9293.9,8201.9,6914.4,8649.4,8418.8,8996.5,8523.8,7859.4,6733.7,8664.4,7307.1,8447.9,8246.6,7432.1,7789.9,8100.7,8716.2,9925.1,6853.2,5873.3,177
35694_at,O95819,500.6,797,980.8,439.2,353.9,718.7,545,587.6,748.3,420.4,761.8,833.9,475.2,635.7,340.7,408,432.3,716.6,535.7,488.5,364.7,49.1,317,10.9
35695_at,Q99698,572.9,430.9,338.6,485.2,735.3,428.8,313.7,365.4,95.3,652.2,617.4,132.8,222.2,286.1,401.7,259.4,337.6,67.5,749.5,294.8,226,270.4,337,12.2
35696_s_at,Q99698,309.2,51,101.1,53.2,70.9,51.5,131,205.7,111.2,142.5,287.1,222.3,69.7,41.8,59.7,213.1,33.8,77.3,286,209.1,46.5,209.1,88.7,3.3
35697_at,Q03393,1864.9,3864.5,3967,3696.1,4694.1,3598.7,2102.4,4302.4,2460,3113.3,4308.4,2188.9,3642,2214.3,2705.6,2983,3510.5,4305.5,3406.7,2514.7,3664.8,3487,3578.8,170.8
35698_at,P05156,759.4,633.4,938,917.5,794.2,856.7,407.9,955.7,977.6,1203.7,798.2,949.3,328.5,792.3,477.7,443.7,772.1,561.4,257.9,629.1,491.6,274.5,122.9,21.4
35699_at,O60566,138.4,190.5,330.9,462.9,296.8,261.9,246.9,124.9,395.3,226.4,155.3,247.3,237.1,207.9,157.7,96.5,118.5,167.1,48,50.5,224.1,29.6,39.3,6.6
356_at,Q14807,158.2,190.8,196.9,114.7,78.9,266,576.7,161.3,212.4,112.8,649.7,190.8,212.8,127.8,391.5,768.4,133.7,220,151.7,490.5,1026.8,1045,268.2,10.9
35700_at,,61.2,264.8,134.5,90.1,20.1,39.4,53.4,50.8,38.6,58.6,180.9,60.7,138.7,78.1,22.8,22.7,78.1,34.4,29.3,29.1,147.4,61.6,83.5,2.5
35701_at,P01112,2710.9,1865.4,1253.4,1768.9,1851.8,2419.6,1949.1,2251.9,1219.3,1290.6,1915.1,2473.7,2096.8,1275,2589.3,1595.8,844,2672.1,1436.4,2450.9,2116.7,1364.9,1586.9,65.3
35702_at,P28845,191.9,293.4,505.7,116.5,317.4,403.6,274,137.6,452.6,440.3,285.6,242.9,508.6,550.9,407.2,522.2,63.7,583.8,456,217.2,429,645.7,396.9,14.1
35703_at,P04085,1630.5,2141.6,1888.4,2627.7,2914.8,2802.7,1336.2,2200.9,2832.5,1951.8,3021.5,2283,2702.5,2064.6,1828.6,1575.6,2774.6,2460.5,2268,2893.6,2095,3466.7,4631.3,101.1
35704_at,P53816,2030.2,3796.6,2897,3978.2,4401.4,3682.1,1489.3,3588.7,3715.3,2357.4,3955.9,4654.9,2571.3,3553.7,4630.4,2322.6,2992.4,4944.9,3816.9,2010.7,2664.2,4630.6,2806.4,264.7
35705_at,Q14995,599.7,673.2,973.4,516.8,731.8,572,697.5,794.2,324.1,298.8,1210.5,698.2,3871.3,1862.2,535,2543.3,1455,1375,1727.3,1433.7,638.3,1281.7,2093.9,140.7
35706_at,Q14995,307.5,356.8,911.6,139.3,342.3,304.9,246.7,371.9,378.7,328.4,497.8,965.8,1021.8,844.5,156.4,528.1,554.6,554.5,612.9,252.2,241.7,984.7,861.2,47.9
35707_at,Q8IW92,721.3,248.2,275.7,703.6,472.2,188.1,715.4,281.2,267.2,135.7,231.4,219.1,645.3,476.4,135.1,538.3,625.5,684.2,290.3,361.1,192.1,735.3,309,22.8
35708_at,Q8IW92,175.4,79.9,78.8,116.7,72.6,136.1,178.5,130,436.9,191.9,46.1,56.8,105.4,59.7,328.3,55.5,278.6,38.2,63.2,176.7,55.5,83.6,55.8,3.1
35709_at,Q969G6,331.3,482.9,769.7,817.1,941.8,893.4,381.6,639.9,582.5,1103.1,799.8,427.7,532.7,622.8,607.6,598.2,843.6,431.9,700.2,163.7,787.3,1151.4,848.9,30
35710_s_at,A8MT69,1181.4,1363.5,522.9,1041.8,1248.4,1240.5,1280.7,1125.4,651.6,1035.2,1044.6,1224,276.9,1348.1,1074,327.1,1767.1,1262.5,1273.9,1244.9,1307.5,257.9,1693.1,19.1
35711_at,Q9UI32,558.2,472.5,137.1,48.4,190.8,92.5,98.4,80,63.7,58.4,180.8,124.2,215.5,88.2,76.7,157.6,78.3,100.4,206.5,152,98.9,66.3,185.6,3
35712_at,Q9H3W5,306.8,327.1,153.7,185.2,381.3,368.3,198.3,215.3,274.8,358.6,137.3,137.4,85.7,67.9,9.6,79.6,122.9,16.1,38.8,99.4,62,248.7,52.3,1.8
35713_at,Q00597,149.7,60.3,394.7,48.5,220.2,63.6,69.7,417.2,50.1,67.2,33.4,201.6,80.3,86.6,38.3,76.3,76.9,154.9,140,54.5,207.9,306.4,217.6,2.4
35714_at,O00764,1050.8,466.5,647.4,688.7,938.4,1295,135.7,862.1,153,713.1,667.4,215.6,130.4,137.3,917.2,370.4,63.1,299,128.8,100.4,99.1,45,139,15.8
35715_at,P60006,1328,2345,1493.9,2528.6,1375.5,1819.6,2119.2,2360.1,1563.7,1473.2,1894.6,2318.6,2691.9,1146.2,2649.7,1371.9,863.4,2325.8,1123.9,2300.2,1579.2,1868.4,2277.1,76.4
35716_at,O00338,7,11.4,71.3,189.3,3.9,30.7,131.6,57.9,30.5,322,12.7,162.9,54.3,157.1,26.2,115.4,158.9,23.4,16.2,128.2,116.1,29.9,25.5,0.5
35717_at,O94911,2150.6,3465.7,2127.8,1769.8,3083.8,2039.8,2214.9,1349.3,3782.6,5148.1,2149.1,2114.9,1019.7,2192.2,2119.5,2200.8,1123.2,1585.7,2026,940.9,1842.1,1683.2,1300.2,34.5
35718_at,Q9HB58,220.3,77.7,309,330.8,323.1,230.6,146.7,411.5,448.9,716.9,113.4,108.3,77.5,407.3,56,122.3,215,39.8,422.5,251.2,58.4,50.2,319.4,4.2
35719_at,O60346,558.2,852.7,1037.8,1321.4,926,793.8,901.1,606.6,657.2,793.2,970.1,922.3,584,1003.1,617.8,701.1,871.2,1454.2,942,1130.9,1336.7,641.5,1138.2,24
35720_at,O94967,899.9,1284.2,1674.4,1278.5,1534.4,1102.4,892.6,1102.4,1498.8,1973.2,1468.9,1121,2544.2,2128.9,1772.7,2414.6,1558.8,2134.4,1821.9,1451.1,2482.3,3807.1,3290.8,107.6
35721_at,P14060,151.9,176.4,50.4,36.7,6.4,113.6,27.3,46,44.8,30,28,202.5,32.2,142.7,183.9,231.5,38.6,28.8,90.4,99.4,264.4,152.3,303.2,14.3
35722_at,Q9HAU5,457.2,608.6,851.3,1260.1,775.4,608.2,600.4,756.9,1143.3,1693.6,739,721.1,611.3,982.3,1015.2,792.3,958,513.8,879.3,789.9,801,886.3,1439,35.4
35723_at,P36639,1032.9,1017,1326.6,926.6,967,1246.1,1205.3,774.9,1175.2,1044.4,995.1,1202,744.7,993,1198.2,1222.5,853,1402.1,1440.9,1633.5,419.6,1059.2,922.8,76.1
35724_at,O00625,142.8,45.7,35.8,35.6,102.4,101.1,38,206.7,293.7,356,69,54,107.4,490,63.4,42.3,257.5,63.9,170.7,39.3,38.9,49.6,69.5,8.1
35725_at,O00505,690.8,1243.1,3797.7,1558.9,1340.8,1255.5,1075.9,3757.1,1880.7,2020.7,2537.6,1493.3,5700.9,3647.5,1319.2,3248.3,4068.9,2671.3,4311.7,1741.7,2374.5,4894.3,3974.1,169.8
35726_at,P29034,233.6,488.6,387.7,285.6,389.5,771.7,377.8,639.3,315.4,335.9,216.4,617.7,40.4,127.1,204.2,76.5,210.3,222.6,225.9,97.7,85.8,122.1,145.9,13.3
35727_at,Q9NWZ5,3154.8,4590.7,3510.5,5230.4,4281,3275.4,4783.1,2912.5,3528.8,2665.6,4331.2,3925,4923.9,6423.4,6822.4,4833,3213.1,5837.7,6642.7,8579.7,6199.9,3532.5,3423.1,148.1
35728_at,Q9H3Z4,336.5,58.6,165.6,328.3,300.6,160.1,119.1,77.7,268.6,187.4,277.2,362,307.8,78,130.9,96.3,254.1,324.6,270,110.5,135.1,733.1,401.9,3.6
35729_at,O94832,574,553.7,512.2,539.6,529.7,651.1,425.4,269.7,1221.6,684.4,410,642.9,363.2,245.5,341.6,43.4,252.8,285.5,284.9,145,330,298.9,305.5,13.9
35730_at,P00325,1990.6,1674.4,3009.2,1931.7,4202.3,1905.8,1587,1236.4,2317.9,4279.3,1899.1,2904.4,1030.6,2610.7,2489.4,1514.4,3921.1,858.8,1884.3,1255.1,1249.2,2301.7,2566.3,21.8
35731_at,!?,223.8,68.5,172.3,93.8,97,175.4,203.2,372.9,134.7,132.1,17.9,36.7,79.1,148.7,10.6,31.6,40.9,110.8,65.2,71.2,50.9,24.2,32.5,1
35732_at,Q9Y546,383.5,60.4,386.9,369.6,434.3,510,211,541.1,414.9,417,446.1,577,181.2,88.9,449.9,306.3,530,319,522.4,158,189.6,339.3,196.3,2.6
35733_at,P61160,5335.8,3754.2,3003.9,4985.5,4447,5125.1,5521.3,3807,2390.2,3225.3,3968.8,3642.8,3783.3,3643.4,3533.5,4482.6,3562.7,2975.6,4394.1,5340.2,4171.7,3822.5,2887.6,164.7
35734_at,P61160,1921.2,1865.8,1381.2,2619.4,2917.2,2774,1158,1919.4,2524,3988.6,1755.6,2184.4,1585.3,2418.3,1336.4,1718.5,2229.1,1492.8,2101.7,633.8,1953.6,2717.8,1903.1,43.7
35735_at,P32455,320.5,326.9,240.7,359,372.3,448.7,624.7,305.9,646.6,610.4,212.8,467.7,135.1,563.2,369.8,256.7,324.8,486,624.7,323.8,620,317.7,574.2,12.9
35736_at,P0CAP2,4331.6,5025.5,4954.8,7045.6,5212.1,2753.9,3842.7,4990.3,3209.5,7224,4998.5,4861.4,6890.1,8862.1,4072.1,4041.3,6051.6,5361.9,4610.2,5763.1,8359.8,6675.5,5947.6,167.9
35737_at,O00479,1463.6,1772.1,1110.8,1197.5,1308.4,1675.6,1301.6,1496.6,1426.1,1374.8,1013.5,1365.8,2166,2009.9,1115.4,1336.3,2817.9,1711.1,1621.2,1074.4,2113.5,1271.8,1493.7,45
