Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
717	a	sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	30.00	Bos taurus	Serum albumin 	1:Experimental evidence at protein level	1.0000	0.9990	15	11	15	18	13	18	     0	     0	     0	10C(57.0215), 11C(57.0215), 1M(15.9949), 2C(57.0215), 3C(57.0215), 6C(57.0215), 9C(57.0215)		
718	a	sp|P04899|GNAI2_HUMAN	P04899	GNAI2_HUMAN	GNAI2	355	15.80	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(i) subunit alpha-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	4	2	4	     0	     0	     0	12C(57.0215), 8C(57.0215), 9C(57.0215)		
718	b	sp|P08754|GNAI3_HUMAN	P08754	GNAI3_HUMAN	GNAI3	354	10.70	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(i) subunit alpha-3 	1:Experimental evidence at protein level	0.9995	0.9936	3	1	1	3	1	1	     0	     0	     0	12C(57.0215)		
719	a	sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC4	130	22.50	Homo sapiens OX=9606	Histone H2A type 1-B/E 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	12	0	12	     0	     0	     0		Ammonium(17.026500), Carbamyl(43.005800), GG(114.042900)	sp|P0C0S8|H2A1_HUMAN, sp|P20671|H2A1D_HUMAN, sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN
719	b	sp|P0C0S5|H2AZ_HUMAN	P0C0S5	H2AZ_HUMAN	H2AZ1	128	18.00	Homo sapiens OX=9606	Histone H2A.Z 	1:Experimental evidence at protein level	0.9998	0.9987	1	0	1	1	0	1	     0	     0	     0			sp|Q71UI9|H2AV_HUMAN
720	a	sp|P05023|AT1A1_HUMAN	P05023	AT1A1_HUMAN	ATP1A1	1023	7.40	Homo sapiens OX=9606	Sodium/potassium-transporting ATPase subunit alpha-1 	1:Experimental evidence at protein level	1.0000	0.9989	6	3	6	6	3	6	     0	     0	     0			
720	b	sp|P50993|AT1A2_HUMAN	P50993	AT1A2_HUMAN	ATP1A2	1020	5.30	Homo sapiens OX=9606	Sodium/potassium-transporting ATPase subunit alpha-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	1	4	1	1	     0	     0	     0			
721	a	sp|P05787|K2C8_HUMAN	P05787	K2C8_HUMAN	KRT8	483	39.30	Homo sapiens OX=9606	Keratin, type II cytoskeletal 8 	1:Experimental evidence at protein level	1.0000	0.9990	12	10	12	18	15	18	     0	     0	     0	15M(15.9949), 3M(15.9949), 6M(15.9949), 8M(15.9949)	Cation:Fe[III](52.911400), GG(114.042900)	
722	a	sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	TUBB	444	47.10	Homo sapiens OX=9606	Tubulin beta chain 	1:Experimental evidence at protein level	1.0000	0.9990	12	4	12	36	6	36	     0	     0	     0	10C(57.0215), 17M(15.9949), 23C(57.0215), 5C(57.0215), 5M(15.9949), 7C(57.0215)	Carbamyl(43.005800)	
722	b	sp|P68371|TBB4B_HUMAN	P68371	TBB4B_HUMAN	TUBB4B	445	46.10	Homo sapiens OX=9606	Tubulin beta-4B chain 	1:Experimental evidence at protein level	1.0000	0.9990	10	0	3	32	0	4	     0	     0	     0			
722	c	sp|Q13885|TBB2A_HUMAN	Q13885	TBB2A_HUMAN	TUBB2A	445	36.20	Homo sapiens OX=9606	Tubulin beta-2A chain 	1:Experimental evidence at protein level	1.0000	0.9990	9	0	1	30	0	2	     0	     0	     0	5C(57.0215), 7C(57.0215)		sp|Q9BVA1|TBB2B_HUMAN
722	d	sp|A6NNZ2|TBB8B_HUMAN	A6NNZ2	TBB8B_HUMAN	TUBB8B	444	16.00	Homo sapiens OX=9606	Tubulin beta 8B 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	1	7	0	1	     0	     0	     0	23C(57.0215)		sp|Q3ZCM7|TBB8_HUMAN
722	e	sp|Q9BUF5|TBB6_HUMAN	Q9BUF5	TBB6_HUMAN	TUBB6	446	15.70	Homo sapiens OX=9606	Tubulin beta-6 chain 	1:Experimental evidence at protein level	1.0000	0.9988	4	2	2	7	2	2	     0	     0	     0	10C(57.0215)		
723	a	sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	36.70	Homo sapiens OX=9606	Heat shock protein HSP 90-alpha 	1:Experimental evidence at protein level	1.0000	0.9990	20	11	14	32	19	23	     0	     0	     0	16C(57.0215), 19M(15.9949), 4M(15.9949), 6C(57.0215), 7C(57.0215)		
723	b	sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	724	33.70	Homo sapiens OX=9606	Heat shock protein HSP 90-beta 	1:Experimental evidence at protein level	1.0000	0.9990	18	8	18	37	22	37	     0	     0	     0	10M(15.9949), 15C(57.0215), 16C(57.0215), 6C(57.0215), 7C(57.0215), 7M(15.9949)	Ammonium(17.026500), Cation:Fe[II](53.919200), Cation:Na(21.981900), Delta:H(4)C(3)(40.031300)	
723	d	sp|Q58FG1|HS904_HUMAN	Q58FG1	HS904_HUMAN	HSP90AA4P	418	5.70	Homo sapiens OX=9606	Putative heat shock protein HSP 90-alpha A4 	5:Protein uncertain	0.9925	0.9734	2	1	1	2	1	1	     0	     0	     0			
723	c	sp|Q58FF7|H90B3_HUMAN	Q58FF7	H90B3_HUMAN	HSP90AB3P	597	21.60	Homo sapiens OX=9606	Putative heat shock protein HSP 90-beta-3 	5:Protein uncertain	0.9996	0.9168	9	1	1	13	1	1	     0	     0	     0			
724	a	sp|P08559|ODPA_HUMAN	P08559	ODPA_HUMAN	PDHA1	390	16.40	Homo sapiens OX=9606	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	3	2	3	     0	     0	     0	12C(57.0215), 13C(57.0215), 23C(57.0215), 3C(57.0215), 6C(57.0215)		
725	a	sp|P09429|HMGB1_HUMAN	P09429	HMGB1_HUMAN	HMGB1	215	13.50	Homo sapiens OX=9606	High mobility group protein B1 	1:Experimental evidence at protein level	1.0000	0.9989	3	1	3	3	1	3	     0	     0	     0			
726	a	sp|P09651|ROA1_HUMAN	P09651	ROA1_HUMAN	HNRNPA1	372	36.80	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein A1 	1:Experimental evidence at protein level	1.0000	0.9990	10	5	10	17	8	17	     0	     0	     0	12C(57.0215), 17M(15.9949), 9C(57.0215)	Dimethyl(28.031300)	
727	a	sp|P0DN76|U2AF5_HUMAN	P0DN76	U2AF5_HUMAN	U2AF1L5	240	18.30	Homo sapiens OX=9606	Splicing factor U2AF 35 kDa subunit-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	3	0	3	     0	     0	     0	10C(57.0215), 4C(57.0215), 5C(57.0215)		sp|Q01081|U2AF1_HUMAN
728	a	sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	39.60	Homo sapiens OX=9606	Heat shock cognate 71 kDa protein 	1:Experimental evidence at protein level	1.0000	0.9990	14	9	14	25	19	25	     0	     0	     0	14C(57.0215)	Carbamyl(43.005800), Carbamyl(43.005800), Carbamyl(43.005800), Cation:Fe[III](52.911400)	
728	b	sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	641	40.90	Homo sapiens OX=9606	Heat shock 70 kDa protein 1A 	1:Experimental evidence at protein level	1.0000	0.9990	16	0	14	21	0	19	     0	     0	     0	14C(57.0215), 20M(15.9949), 6C(57.0215), 7C(57.0215)		sp|P0DMV9|HS71B_HUMAN
729	a	sp|P11940|PABP1_HUMAN	P11940	PABP1_HUMAN	PABPC1	636	20.80	Homo sapiens OX=9606	Polyadenylate-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	3	7	7	3	7	     0	     0	     0			
730	a	sp|P13693|TCTP_HUMAN	P13693	TCTP_HUMAN	TPT1	172	15.70	Homo sapiens OX=9606	Translationally-controlled tumor protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0			
731	a	sp|P13797|PLST_HUMAN	P13797	PLST_HUMAN	PLS3	630	19.00	Homo sapiens OX=9606	Plastin-3 	1:Experimental evidence at protein level	1.0000	0.9990	7	5	7	8	6	8	     0	     0	     0	10C(57.0215), 4C(57.0215), 5C(57.0215)		
732	a	sp|P14625|ENPL_HUMAN	P14625	ENPL_HUMAN	HSP90B1	803	22.00	Homo sapiens OX=9606	Endoplasmin 	1:Experimental evidence at protein level	1.0000	0.9990	12	11	12	15	14	15	     0	     0	     0	15C(57.0215), 16C(57.0215), 6C(57.0215)		
733	a	sp|P16152|CBR1_HUMAN	P16152	CBR1_HUMAN	CBR1	277	27.10	Homo sapiens OX=9606	Carbonyl reductase [NADPH] 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	4	2	4	     0	     0	     0			
734	a	sp|P17612|KAPCA_HUMAN	P17612	KAPCA_HUMAN	PRKACA	351	8.30	Homo sapiens OX=9606	cAMP-dependent protein kinase catalytic subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9940	2	0	2	2	0	2	     0	     0	     0	5C(57.0215)		sp|P22694|KAPCB_HUMAN
735	a	sp|P17812|PYRG1_HUMAN	P17812	PYRG1_HUMAN	CTPS1	591	4.70	Homo sapiens OX=9606	CTP synthase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0	2C(57.0215)		
736	a	sp|P18669|PGAM1_HUMAN	P18669	PGAM1_HUMAN	PGAM1	254	30.30	Homo sapiens OX=9606	Phosphoglycerate mutase 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	7	4	7	     0	     0	     0	12C(57.0215), 9M(15.9949)		
737	a	sp|P21281|VATB2_HUMAN	P21281	VATB2_HUMAN	ATP6V1B2	511	6.70	Homo sapiens OX=9606	V-type proton ATPase subunit B, brain isoform 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0	19C(57.0215)		
738	a	sp|P21333|FLNA_HUMAN	P21333	FLNA_HUMAN	FLNA	2647	33.20	Homo sapiens OX=9606	Filamin-A 	1:Experimental evidence at protein level	1.0000	0.9990	48	46	48	67	63	67	     0	     0	     0	11C(57.0215), 12C(57.0215), 13C(57.0215), 14C(57.0215), 15C(57.0215), 1C(57.0215), 35C(57.0215), 3C(57.0215), 5C(57.0215), 6C(57.0215), 9C(57.0215)	Delta:H(4)C(3)(40.031300)	
739	a	sp|P22087|FBRL_HUMAN	P22087	FBRL_HUMAN	FBL	321	18.40	Homo sapiens OX=9606	rRNA 2'-O-methyltransferase fibrillarin 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	4	2	4	     0	     0	     0	3C(57.0215)		
740	a	sp|P22392|NDKB_HUMAN	P22392	NDKB_HUMAN	NME2	152	44.70	Homo sapiens OX=9606	Nucleoside diphosphate kinase B 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	8	0	8	     0	     0	     0	2M(15.9949)		
740	b	sp|P15531|NDKA_HUMAN	P15531	NDKA_HUMAN	NME1	152	38.20	Homo sapiens OX=9606	Nucleoside diphosphate kinase A 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	2	7	2	2	     0	     0	     0			
741	a	sp|P27635|RL10_HUMAN	P27635	RL10_HUMAN	RPL10	214	32.20	Homo sapiens OX=9606	60S ribosomal protein L10 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	5	3	5	     0	     0	     0	10M(15.9949), 7C(57.0215)		
742	a	sp|P30153|2AAA_HUMAN	P30153	2AAA_HUMAN	PPP2R1A	589	16.10	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform 	1:Experimental evidence at protein level	1.0000	0.9990	6	4	6	7	5	7	     0	     0	     0	9C(57.0215)		
743	a	sp|P35579|MYH9_HUMAN	P35579	MYH9_HUMAN	MYH9	1960	20.50	Homo sapiens OX=9606	Myosin-9 	1:Experimental evidence at protein level	1.0000	0.9990	27	24	27	31	28	31	     0	     0	     0	14C(57.0215), 4C(57.0215), 8C(57.0215)		
744	a	sp|P36507|MP2K2_HUMAN	P36507	MP2K2_HUMAN	MAP2K2	400	8.50	Homo sapiens OX=9606	Dual specificity mitogen-activated protein kinase kinase 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0	2C(57.0215)		
745	a	sp|P38159|RBMX_HUMAN	P38159	RBMX_HUMAN	RBMX	391	6.90	Homo sapiens OX=9606	RNA-binding motif protein, X chromosome 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	3	1	3	     0	     0	     0			
746	a	sp|P39023|RL3_HUMAN	P39023	RL3_HUMAN	RPL3	403	26.60	Homo sapiens OX=9606	60S ribosomal protein L3 	1:Experimental evidence at protein level	1.0000	0.9990	8	6	8	13	11	13	     0	     0	     0	11C(57.0215), 16M(15.9949), 7C(57.0215)		
747	a	sp|P41091|IF2G_HUMAN	P41091	IF2G_HUMAN	EIF2S3	472	16.70	Homo sapiens OX=9606	Eukaryotic translation initiation factor 2 subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	5	1	5	6	2	6	     0	     0	     0	11C(57.0215), 6C(57.0215)		
748	a	sp|P42771|CDN2A_HUMAN	P42771	CDN2A_HUMAN	CDKN2A	156	21.80	Homo sapiens OX=9606	Cyclin-dependent kinase inhibitor 2A 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0	14C(57.0215)		
749	a	sp|P47985|UCRI_HUMAN	P47985	UCRI_HUMAN	UQCRFS1	274	25.20	Homo sapiens OX=9606	Cytochrome b-c1 complex subunit Rieske, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	3	1	3	     0	     0	     0			
750	a	sp|P50395|GDIB_HUMAN	P50395	GDIB_HUMAN	GDI2	445	27.60	Homo sapiens OX=9606	Rab GDP dissociation inhibitor beta 	1:Experimental evidence at protein level	1.0000	0.9990	7	4	7	7	4	7	     0	     0	     0	12C(57.0215), 8C(57.0215)		
751	a	sp|P50502|F10A1_HUMAN	P50502	F10A1_HUMAN	ST13	369	7.90	Homo sapiens OX=9606	Hsc70-interacting protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0	16C(57.0215)		
752	a	sp|P51812|KS6A3_HUMAN	P51812	KS6A3_HUMAN	RPS6KA3	740	4.70	Homo sapiens OX=9606	Ribosomal protein S6 kinase alpha-3 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0			
753	a	sp|P52907|CAZA1_HUMAN	P52907	CAZA1_HUMAN	CAPZA1	286	35.30	Homo sapiens OX=9606	F-actin-capping protein subunit alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	7	5	7	     0	     0	     0	11C(57.0215)		
754	a	sp|P55036|PSMD4_HUMAN	P55036	PSMD4_HUMAN	PSMD4	377	14.10	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0	16C(57.0215)		
755	a	sp|P55786|PSA_HUMAN	P55786	PSA_HUMAN	NPEPPS	919	4.00	Homo sapiens OX=9606	Puromycin-sensitive aminopeptidase 	1:Experimental evidence at protein level	1.0000	0.9989	3	2	3	3	2	3	     0	     0	     0			
756	e	sp|P0CG38|POTEI_HUMAN	P0CG38	POTEI_HUMAN	POTEI	1075	10.50	Homo sapiens OX=9606	POTE ankyrin domain family member I 	3:Protein inferred from homology	1.0000	0.9990	9	1	3	19	1	6	     0	     0	     0	12M(15.9949), 16C(57.0215), 1C(57.0215), 27M(15.9949), 2C(57.0215), 3M(15.9949), 9C(57.0215)		
756	d	sp|P68133|ACTS_HUMAN	P68133	ACTS_HUMAN	ACTA1	377	39.50	Homo sapiens OX=9606	Actin, alpha skeletal muscle 	1:Experimental evidence at protein level	1.0000	0.9893	11	1	1	47	2	2	     0	     0	     0	8M(15.9949)		
756	a	sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	375	64.00	Homo sapiens OX=9606	Actin, cytoplasmic 1 	1:Experimental evidence at protein level	1.0000	0.9990	18	2	18	92	3	92	     0	     0	     0	12M(15.9949), 13M(15.9949), 14M(15.9949), 15M(15.9949), 16C(57.0215), 1C(57.0215), 27M(15.9949), 2C(57.0215), 4C(57.0215), 5M(15.9949), 6M(15.9949), 8M(15.9949), N-term(42.0106)	Amidine(41.026500), Carbamyl(43.005800), Cation:Ca[II](37.946900), Cation:Ca[II](37.946900), Cation:Ca[II](37.946900), Cation:Na(21.981900), Cation:Na(21.981900), Cation:Na(21.981900)	
756	f	sp|Q562R1|ACTBL_HUMAN	Q562R1	ACTBL_HUMAN	ACTBL2	376	31.10	Homo sapiens OX=9606	Beta-actin-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	4	4	34	6	6	     0	     0	     0	1C(57.0215), 6M(15.9949)		
756	c	sp|P68032|ACTC_HUMAN	P68032	ACTC_HUMAN	ACTC1	377	39.80	Homo sapiens OX=9606	Actin, alpha cardiac muscle 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	0	5	48	0	14	     0	     0	     0	12M(15.9949), 14M(15.9949), 2C(57.0215)		
756	b	sp|P63261|ACTG_HUMAN	P63261	ACTG_HUMAN	ACTG1	375	64.00	Homo sapiens OX=9606	Actin, cytoplasmic 2 	1:Experimental evidence at protein level	1.0000	0.9990	17	1	1	90	1	1	     0	     0	     0	16C(57.0215), N-term(42.0106)		
757	a	sp|P60891|PRPS1_HUMAN	P60891	PRPS1_HUMAN	PRPS1	318	15.10	Homo sapiens OX=9606	Ribose-phosphate pyrophosphokinase 1 	1:Experimental evidence at protein level	0.9976	0.9943	1	0	1	1	0	1	     0	     0	     0			
757	b	sp|P11908|PRPS2_HUMAN	P11908	PRPS2_HUMAN	PRPS2	318	18.20	Homo sapiens OX=9606	Ribose-phosphate pyrophosphokinase 2 	1:Experimental evidence at protein level	0.9900	0.8677	1	1	1	1	1	1	     0	     0	     0		Label:13C(9)+Phospho(88.996500)	
758	a	sp|P61019|RAB2A_HUMAN	P61019	RAB2A_HUMAN	RAB2A	212	22.20	Homo sapiens OX=9606	Ras-related protein Rab-2A 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0			
759	a	sp|P61163|ACTZ_HUMAN	P61163	ACTZ_HUMAN	ACTR1A	376	8.80	Homo sapiens OX=9606	Alpha-centractin 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	3	2	3	     0	     0	     0	2C(57.0215)		
760	a	sp|P61586|RHOA_HUMAN	P61586	RHOA_HUMAN	RHOA	193	21.20	Homo sapiens OX=9606	Transforming protein RhoA 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	4	2	4	     0	     0	     0	3C(57.0215)		
760	b	sp|P62745|RHOB_HUMAN	P62745	RHOB_HUMAN	RHOB	196	15.80	Homo sapiens OX=9606	Rho-related GTP-binding protein RhoB 	1:Experimental evidence at protein level	0.9992	0.9954	2	1	1	2	1	1	     0	     0	     0	3C(57.0215)		
761	a	sp|P62701|RS4X_HUMAN	P62701	RS4X_HUMAN	RPS4X	263	25.50	Homo sapiens OX=9606	40S ribosomal protein S4, X isoform 	1:Experimental evidence at protein level	1.0000	0.9988	6	3	6	8	3	8	     0	     0	     0	7C(57.0215)	Carbamyl(43.005800)	
762	a	sp|P62805|H4_HUMAN	P62805	H4_HUMAN	H4C1	103	54.40	Homo sapiens OX=9606	Histone H4 	1:Experimental evidence at protein level	1.0000	0.9988	9	8	9	14	13	14	     0	     0	     0	5M(15.9949), 7M(15.9949)		
763	a	sp|P62879|GBB2_HUMAN	P62879	GBB2_HUMAN	GNB2	340	16.20	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	4	1	4	     0	     0	     0	11C(57.0215), 12C(57.0215), 2C(57.0215), 3C(57.0215)		
764	a	sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	41.80	Homo sapiens	Peptidyl-prolyl cis-trans isomerase A 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	15	14	15	     0	     0	     0	24C(57.0215), 6C(57.0215), 6M(15.9949), 7C(57.0215), 9M(15.9949)	Amidine(41.026500), Carbamyl(43.005800), Cation:Fe[II](53.919200)	
764	b	sp|A0A0B4J2A2|PAL4C_HUMAN	A0A0B4J2A2	PAL4C_HUMAN	PPIAL4C	164	25.00	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase A-like 4C 	2:Experimental evidence at transcript level	0.9998	0.9990	2	0	1	2	0	1	     0	     0	     0	24C(57.0215)		
765	a	sp|P62979|RS27A_HUMAN	P62979	RS27A_HUMAN	RPS27A	156	50.00	Homo sapiens	Ubiquitin-40S ribosomal protein S27a 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	1C(57.0215), 2C(57.0215), 6C(57.0215), 7C(57.0215)		
765	b	sp|P62987|RL40_HUMAN	P62987	RL40_HUMAN	UBA52	128	43.80	Homo sapiens OX=9606	Ubiquitin-60S ribosomal protein L40 	1:Experimental evidence at protein level	1.0000	0.9965	1	1	1	2	2	2	     0	     0	     0	1C(57.0215)	Delta:H(4)C(3)(40.031300)	
766	a	sp|P63151|2ABA_HUMAN	P63151	2ABA_HUMAN	PPP2R2A	447	6.90	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform 	1:Experimental evidence at protein level	1.0000	0.9989	2	1	2	2	1	2	     0	     0	     0			
767	a	sp|P63167|DYL1_HUMAN	P63167	DYL1_HUMAN	DYNLL1	89	49.40	Homo sapiens OX=9606	Dynein light chain 1, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	3	1	3	     0	     0	     0	15C(57.0215), 7C(57.0215)		
768	a	sp|P63241|IF5A1_HUMAN	P63241	IF5A1_HUMAN	EIF5A	154	59.10	Homo sapiens OX=9606	Eukaryotic translation initiation factor 5A-1 	1:Experimental evidence at protein level	1.0000	0.9990	8	2	8	13	2	13	     0	     0	     0	21C(57.0215), 5C(57.0215), 6C(57.0215), N-term(42.0106)		
769	a	sp|P67809|YBOX1_HUMAN	P67809	YBOX1_HUMAN	YBX1	324	37.00	Homo sapiens OX=9606	Y-box-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	5	7	8	5	8	     0	     0	     0	N-term(42.0106)		
769	b	sp|P16989|YBOX3_HUMAN	P16989	YBOX3_HUMAN	YBX3	372	20.20	Homo sapiens OX=9606	Y-box-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	2	5	2	2	     0	     0	     0	N-term(42.0106)		
770	a	sp|P68036|UB2L3_HUMAN	P68036	UB2L3_HUMAN	UBE2L3	154	24.00	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 L3 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0			
771	a	sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	38.10	Homo sapiens OX=9606	Elongation factor 1-alpha 1 	1:Experimental evidence at protein level	1.0000	0.9990	13	0	13	68	0	68	     0	     0	     0	10M(15.9949), 15C(57.0215), 15M(15.9949), 16C(57.0215), 1M(15.9949), 3C(57.0215), 3M(15.9949), 4M(15.9949), 9M(15.9949)	Amidine(41.026500), Cation:Ca[II](37.946900), Cation:Ca[II](37.946900), DTT(151.996500), Delta:H(4)C(3)(40.031300), Dimethyl(28.031300), GlycerylPE(197.045300), GlycerylPE(197.045300), GlycerylPE(197.045300), GlycerylPE(197.045300), GlycerylPE(197.045300), GlycerylPE(197.045300), Methyl(14.015600)	
771	b	sp|Q05639|EF1A2_HUMAN	Q05639	EF1A2_HUMAN	EEF1A2	463	28.70	Homo sapiens OX=9606	Elongation factor 1-alpha 2 	1:Experimental evidence at protein level	1.0000	0.9990	8	2	2	24	3	3	     0	     0	     0		Delta:H(4)C(3)(40.031300)	
772	a	sp|Q00610|CLH1_HUMAN	Q00610	CLH1_HUMAN	CLTC	1675	17.20	Homo sapiens OX=9606	Clathrin heavy chain 1 	1:Experimental evidence at protein level	1.0000	0.9990	17	16	17	18	17	18	     0	     0	     0	11C(57.0215), 13C(57.0215), 3C(57.0215), 5C(57.0215), 7C(57.0215)		
773	a	sp|Q01082|SPTB2_HUMAN	Q01082	SPTB2_HUMAN	SPTBN1	2364	13.10	Homo sapiens OX=9606	Spectrin beta chain, non-erythrocytic 1 	1:Experimental evidence at protein level	1.0000	0.9990	17	16	17	18	17	18	     0	     0	     0	11C(57.0215), 16C(57.0215)		
774	a	sp|Q01105|SET_HUMAN	Q01105	SET_HUMAN	SET	290	26.60	Homo sapiens OX=9606	Protein SET 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	6	8	4	8	     0	     0	     0			
775	a	sp|Q02218|ODO1_HUMAN	Q02218	ODO1_HUMAN	OGDH	1023	3.20	Homo sapiens OX=9606	2-oxoglutarate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	3	2	3	     0	     0	     0			
776	c	sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	3.10	Homo sapiens	Keratin, type I cytoskeletal 10 	1:Experimental evidence at protein level	0.9910	0.9641	2	1	1	3	1	1	     0	     0	     0			
776	a	sp|Q04695|K1C17_HUMAN	Q04695	K1C17_HUMAN	KRT17	432	28.00	Homo sapiens OX=9606	Keratin, type I cytoskeletal 17 	1:Experimental evidence at protein level	1.0000	0.9990	10	5	10	17	9	17	     0	     0	     0	11M(15.9949)		
776	b	sp|P08727|K1C19_HUMAN	P08727	K1C19_HUMAN	KRT19	400	17.00	Homo sapiens OX=9606	Keratin, type I cytoskeletal 19 	1:Experimental evidence at protein level	1.0000	0.9990	6	4	4	8	4	4	     0	     0	     0			
777	b	sp|P42330|AK1C3_HUMAN	P42330	AK1C3_HUMAN	AKR1C3	323	25.70	Homo sapiens OX=9606	Aldo-keto reductase family 1 member C3 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	2	5	1	2	     0	     0	     0			
777	a	sp|Q04828|AK1C1_HUMAN	Q04828	AK1C1_HUMAN	AKR1C1	323	17.30	Homo sapiens OX=9606	Aldo-keto reductase family 1 member C1 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	6	0	6	     0	     0	     0	10C(57.0215), 16C(57.0215), 3C(57.0215), 5C(57.0215), 8C(57.0215)		
778	a	sp|Q12906|ILF3_HUMAN	Q12906	ILF3_HUMAN	ILF3	894	17.20	Homo sapiens OX=9606	Interleukin enhancer-binding factor 3 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	8	10	8	10	     0	     0	     0	21C(57.0215), 4C(57.0215)		
